,permalink,name,desc,category_code
281,current,CURRENT,We enable millions of budget-conscious consumers to earn income from their daily habits.,software
282,ordertalk,orderTalk,orderTalk offers online ordering software and call center solutions for the restaurant and hospitality industries.,software
283,easy-metrics,Easy Metrics,Easy Metrics is a cloud based Business Intelligence system that helps companies with labor-intensive operations to identify.,software
284,mavizon-technologies,Mavizon,Mavizon is a software company focusing on cloud computing and mobile technologies.,software
285,signaldemand,SignalDemand,SignalDemand provides on-demand software and services that offer predictive analytics and optimization for manufacturers.,software
286,clip-interactive,Clip Interactive,"Clip Interactive offers smartphone applications for listeners, radio stations, and advertisers.",software
287,nano-network-engines,Nano Network Engines,Nano Network Engines offers enterprise security software to protect the corporate infrastructure.,software
288,producteev,Producteev,"Producteev is a free task management application for individuals and teams to collaborate via the web, email, IM, mobile or desktop.",software
289,obsorb,Obsorb,"Obsorb is a customizable work platform that small businesses can access via the web, and iOS and Android devices.",software
290,interactive-performance-solutions,Interactive Performance Solutions,Interactive Performance Solutions is a cloud software solutions provider for clients ranging from small businesses to Fortune 500 companies.,software
291,cloakware,Cloakware,"Cloakware provides software tech solutions for securing business apps and digital assets in enterprise, consumer and government markets.",software
292,justinmind,Justinmind,Justinmind is a prototyping tool for web and mobile apps.,software
293,ingrooves,INgrooves,"INgrooves provides digital distribution, marketing and promotion services to music, video and book publishing communities.",software
294,quizrr,Quizrr,Quizrr provides a SaaS-based platform that offers a gamification system for small- to medium-sized companies.,software
295,aptana,Aptana,"Aptana provides a web application development, deployment and management suite for users of Ajax, Ruby on Rails and PHP web technologies.",software
296,ubicom,Ubicom,Ubicom offers communications and media processor (CMP) and software platforms for interactive applications and multimedia content delivery.,software
297,ripple-technologies,Ripple Technologies,Ripple Technologies provides data access and database monitoring solutions.,software
298,perminova,Perminova,Perminova develops and markets web-based software for cardiology centers.,software
299,phoenix-energy-technologies,Phoenix Energy Technologies,PhoenixET is an IoT company focused on energy management software for multi-location enterprises.,software
300,elastra,Elastra,Elastra provides cloud configuration services that allow companies to build public and private clouds.,software
301,netscape,Netscape,"Netscape Communications offers development, marketing, sale, and support of enterprise software solutions.",software
302,arithmatica,Arithmatica,Arithmatica engages in the development and marketing of datapath design automation solutions for integrated circuit designers.,software
303,simplicita-software,Simplicita Software,Simplicita Software develops subscriber mediation software that enables internet users to protect themselves from predatory malware.,software
304,first-orion,First Orion,"First Orion allows businesses to brand communications, revealing the who and why behind the call to deliver enhanced customer experiences.",software
305,weston-software,Weston Software,,software
306,innopath,InnoPath Software,innoPath Software provides mobile device management technology to wireless operators and mobile device manufacturers.,software
307,eti-international,ETI International,TI International is a provider of enterprise data integration solutions.,software
308,prova-systems,Prova Systems,Prova Systems is a fleet management software system for small- and medium-sized enterprises.,software
